ID,Country,Institution,Description,Contact,Link,Researchers,Students,Others,Accommodation,Funding,Remote work,General funding scheme,Other,Research focus,Natural sciences,Social sciences,Humanities and the arts,Engineering and technology,Medical and health sciences,Agricultural and veterinary sciences,Unspecified,Support period,Additional support,lat,lng
U897,France,Inserm,"My lab (goetzlab.fr) is working on the understanding of tumor metastasis using multiple animal models and imaging strategies. We can provide to Ukranian researchers, a lab/office space at every level or connect to the local community.",jacky.goetz@inserm.fr,https://www.goetzlab.fr/,1,,,1,1,,,,understanding of tumor metastasis using multiple animal models and imaging strategies,1,,,,1,,,,,48.5760,7.7367
U898,Spain,Universidad de León,At our research group we have possibility to offer part/full-time employment for a few months (up to one year) to students or scholars with interest in food microbiology and/or food safety,aalvo@unileon.es,https://www.unileon.es/,1,1,,1,1,,,,"Food microbiology, food safety, metagneomics, antimicrobial resistance, risk assessment, biofilms",,,,,1,1,,Up to one year,,42.5931,-5.5782
U899,France,iGReD / CNRS /INSERM / UCA,"We are happy to help in any way we can and to host Ukranian scientists at any level, including students. We work on epithelial morphogenesis and growth control using the Drosophila model.",vincent.mirouse@uca.fr,https://www.gred-clermont.fr/directory/platform/en/confocal-imaging-facility/,1,1,,,1,,,,epithelial morphogenesis and growth control,1,,,,,,,,,45.7584,3.0868
U900,France,Sorbonne University,"We are happy to help in any way we can, and host Ukranian colleagues (job place, and maybe funding). We are a group in computational biology / statistical biological physics working on data-driven approaches to biomolecular sequences, evolution, structure, interactions etc.",martin.weigt@upmc.fr,http://www.lcqb.upmc.fr/users/weigt,1,,,,1,,,,computational biology / statistical biological physics,1,,,1,,,,,,48.8481,2.3418
U901,France,Institut Pasteur,"We will be delighted to welcome for instance a post doc, a student or a visiting Ukranian scientist, to work on SARS-CoV-2 replication and interaction with the host immune system. We are investigating how pathogenic viruses, mainly HIV, Zika virus and SARS-CoV-2 virus, spread and interact with the host immune system. We are also studying the mechanisms of cell fusion that is either induced by viral infection, or naturally occurs during physiological processes such as placental formation.",olivier.schwartz@pasteur.fr,https://research.pasteur.fr/en/team/virus-and-immunity/,1,,,,1,,,,SARS-CoV-2 replication and interaction with the host immune system.,1,,,,1,,,,,48.8408,2.3087
U902,France,CNRS & Université Paris-Sacaly,"We are happy to help/host Ukranian scientists as best we can (job place, accomodation and maybe funding). Our lab studies microbial diversity, ecology and evolution in different natural ecosystems though classical, molecular and metagenomic approaches.",puri.lopez@universite-paris-saclay.fr,https://www.cnrs.fr/fr/personne/purificacion-lopez-garcia,1,,,1,1,,,,"microbial diversity, ecology and evolution in different natural ecosystems",1,,,,,,,,,48.7094,2.1647
U903,France,Institut de Biologie Valrose,We can provide lab space to Ukranian scientists at any level. My lab works on Drosophila development and our institute covers a number of models and biological processes.,noselli@unice.fr,http://ibv.unice.fr/,1,1,,,1,,,,biological processes,1,,,,,,,,,43.7164,7.2675
U904,France,IGFL-CNRS,"International team, we appreciate diversity, we like to explore odd biological phenomena/ideas/approaches. Working language is English. We can maybe provide a job place with funding.We use molecular biology, transcriptional profiling, microscopy (live imaging) and image analysis to study leg regeneration using a small marine crustacean as an experimental model.",michalis.averof@ens-lyon.fr,https://lyonbiopole.com/communaute/annuaires/unite_recherche-22119-Institute-of-Fonctional-Genomics-of-Lyon,1,,,,1,,,1,"biology, transcriptional profiling, microscopy (live imaging) and image analysis to study leg regeneration",1,,,,,,,,,45.7273,4.8218
U905,France,Institut Pasteur,"We can offer to Ukranian researchers a lab and office space, help in arranging further contacts, etc. We work on invertebrate innate immunity and how insects (specially mosquitoes) get persistently infected by viruses without being affected by the infection. We develop new vector control strategies by targeting the insect antiviral response.",carla.saleh@pasteur.fr,https://research.pasteur.fr/en/member/carla-saleh/,1,,,1,1,,,,invertebrate innate immunity,1,,,,1,,,,,48.8408,2.3087
U906,France,Centre d’Immunologie de Marseille-Luminy,"We are willing to help with a provide a job place with funding (and maybe accomodation).  We are working on Innate Lymphoid cells, and Natural Killer cells in cancer, in particular.",vivier@ciml.univ-mrs.fr,http://www.ciml.univ-mrs.fr/fr,1,,,,1,,,,"Innate Lymphoid cells, and Natural Killer cells in cancer,",1,,,,1,,,,,43.2338,5.4406
U907,France,Institut de Biologie Paris-Seine,"We are happy to help/host Ukranian scientists as best we can (job place, accomodation and maybe funding). We use imaging, genetics and modelling to study the mechanics of embryonic morphogenesis. Our work relies on C. elegans",michel.labouesse@sorbonne-universite.fr,https://www.ibps.sorbonne-universite.fr/en,1,,,1,1,,,,"maging, genetics and modelling to study the mechanics of embryonic morphogenesis",1,,,,,,,,,48.8477,2.3571
U908,France,CIPHE,"We would be happy to help/host an Ukranian scientist in our lab scientists at post-doc level and research technicians. Our Center analyzes all the cellular and molecular components of the immune system under normal and pathological conditions (cancer, SARS-CoV2 infection, inflammation) using mouse functional genomics and omics approach.",contact-ciphe@inserm.fr,https://ciphe.marseille.inserm.fr/en/,1,,,1,1,,,,cellular and molecular components of the immune system,1,,,,1,,,,,43.2333,5.4419
U909,France,Institut Pasteur,"We are happy to help/host Ukranian scientists as best we can (job place, accomodation and maybe funding). We work on development, regeneration and ageing of skeletal muscle.",shaht@pasteur.fr,https://research.pasteur.fr/en/team/stem-cells-and-development/,1,,,1,1,,,,"development, regeneration and ageing of skeletal muscle.",1,,,,1,,,,,48.8403,2.3086
U910,France,"CIRB, Collège de France",I’d be happy to help and sponsor an Ukranian scientists for the PAUSE program. Our team works on the development of neuronal circuits in mice.,fekrije.selimi@college-de-france.fr,https://www.fekrijeselimilab.com/,1,,,,1,,,,neuronal circuits in mice,1,,,,1,,,,,48.8489,2.3433
U911,Germany,RWTH Aachen University - Institute of Technical Thermodynamics,"We offer support for a PhD student, Post-doc or faculty. We should be able to provide some financial support. Your research should focus around (molecular) thermodynamics, energy and process systems engineering, life cycle assessment, Raman spectroscopy, adsorption systems and similar.",niklas.vonderassen@ltt.rwth-aachen.de,https://www.ltt.rwth-aachen.de,1,1,,1,1,,,,"(molecular) thermodynamics, energy and process systems engineering, life cycle assessment, Raman spectroscopy, adsorption systems and similar. Please also look at our website.",,,,1,,,,,,50.7794,6.0734
U912,France,IGBMC/CNRS/INSERM/University of Strasbourg,"I would be happy to help and host scientists at any level. Our main research interest is to study the nature of molecular machineries, the mechanisms by which they control how specific protein coding genes are turned on and off in the nucleus of a given cell, during growth, differentiation and development. We use biochemical, genetic, cell biology, imaging, bioinformatic and structural approaches to study the control of gene expression.",laszlo@igbmc.fr,https://www.igbmc.fr/en/igbmc/a-propos-de-ligbmc/directory/laszlo-tora,1,1,,,1,,,,nature of molecular machineries,1,,,,,,,,,48.5791,7.7643
U913,France,Institut Pasteur,"We are happy to help/host Ukranian scientists as best we can (job place, accomodation and maybe funding). My team uses biophysical approaches to find low-dimensional descriptions of living systems that capture the functional significance of their constituents and underlying interactions. We mostly use genetics, microscopy, and modeling on mammalian systems.",thomas.gregor@pasteur.fr,https://research.pasteur.fr/en/member/thomas-gregor/,1,,,1,1,,,,"genetics, microscopy, and modeling on mammalian systems",1,,,1,,,,,,48.5785,7.7614
U914,France,CNRS – Interdisciplinary Institute for NeuroScience (IINS),"Our team in Bordeaux, France uses protein chemistry, structural biology and protein engineering to study neuronal ligand-receptor signalling. We can host scientists at the PhD or postdoc level. This offer has been translated and comes from:  https://www.embo.org/solidarity-with-ukraine/",jonathan.elegheert@u-bordeaux.fr,https://www.iins.u-bordeaux.fr/ELEGHEERT,1,1,,1,,,,,"protein chemistry, structural biology and protein engineering",1,,,,,,,,,48.7221,2.1489
U915,Germany,Max Planck Institute for Software Systems,"Paid internships, research visits, funded PhDs & post-docs. See https://www.mpi-sws.org/#ResearchAreas",joel@mpi-sws.org,https://www.mpi-sws.org/,1,1,,,1,,,,"principles of efficient, dependable, secure, and usable computing systems",,,,1,,,,,,49.2576,7.0440
U916,Latvia,Latvia University of Life Sciences and Technologies,"12 Researcher positions in following topics: soil science in agrochemistry (1 position); microbiologist or biometrics specialist with experience in biology (1 position); biologist who specializes in (or has an interest in) farm animal genetics, with knowledge of molecular microbiology (1 position); spatial data analysis (1 position); engineers - programmers (3 positions); environmental protection, GHG emissions (1 position); food science (2 positions); environment and construction (2 positions).",ilze.beitane@llu.lv,https://www.llu.lv/en,1,1,,,1,,,,"agrochemistry, biology, spatial data analysis, programming, environmental protection, food science,  environment and construction",1,,,1,,1,,,,56.6558,23.7317
U917,Sweden,Karolinska Insitutet,Postdoc position in dermatology research for PhDs with basic science background. The position is dependent on approved funding from here: \nhttps://strategiska.se/en/ssf-supports-ukrainian-researchers-with-30-million-sek/\nThe host will help with the application.,jakob.wikstrom@ki.se,https://strategiska.se/en/ssf-supports-ukrainian-researchers-with-30-million-sek/,1,,,,1,,,,"Dermatology, cell biology, molecular biology",1,,,,1,,,Up to 3 years (see the grant call),We may be able to help. Day care is easy to find in Sweden and chep. KI housing can help with accomodation.,59.3462,18.0299
U918,Portugal,Faculty of Education and Psychology - Universidade Católica Portuguesa,"We can offer office space, computer with internet, access to library and/or lab facilities (including a neuroscience lab for behavioural studies), administrative support and academic supervision for long-term funding proposals.",posilva@ucp.pt,https://fep.porto.ucp.pt/,1,1,,,,,,1,Psychology and Education Fields,,1,,,,,,1-year,,38.7493,-9.1682
U919,Poland,The International Institute of Molecular Mechanisms and Machines Polish Academy of Sciences,"We're opening a fast-track recruitment opportunity for scientists from Ukraine to join our Institute. We accept informal inquiries, simplified applications, as well as short messages – just email us to a dedicated address: forukraine@imol.institute and include the most important information about your education, degree, research interests and experience.\nPlease follow our website https://www.imol.institute/career-lab to see current openings if you're interested in specific projects, but it’s also absolutely fine to send us an open application.",forukraine@imol.institute,https://www.imol.institute/career-lab,1,1,,,1,,,,Molecular biology,1,,,,1,,,,,52.2293,20.9623
